Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
			AGONIST OPIOID ANALGESICS	N01A-N02A				MORPHINE LIKE ANTITUSSIVES	R05DA0-001	ANSM	38-AGONIST-OPIOID-ANALGESICS.html	Increased risk of respiratory depression, which can be fatal in cases of overdose	Take into account	
			AGONIST OPIOID ANALGESICS	N01A-N02A				TRUE MORPHINE ANTITUSSIVES	R0GDA0-002	ANSM	38-AGONIST-OPIOID-ANALGESICS.html	Increased risk of respiratory depression which can be fatal in cases of overdose	Take into account	
A02BC01	OMEPRAZOLE	7646			C01AA05	DIGOXIN 	3407			ANSM	380-OMEPRAZOLE.html	Moderate increase of the digoxinemia due to increase of its absorption by the omeprazole	Precaution for use	Clinical monitoring, EKG, and monitoring of the digoxinemia, particularly with an older patient. 
A02BD05	OMEPRAZOLE	7646			C01AA05	DIGOXIN 	3407			ANSM	380-OMEPRAZOLE.html	Moderate increase of the digoxinemia due to increase of its absorption by the omeprazole	Precaution for use	Clinical monitoring, EKG, and monitoring of the digoxinemia, particularly with an older patient. 
A02BD01	OMEPRAZOLE	7646			C01AA05	DIGOXIN 	3407			ANSM	380-OMEPRAZOLE.html	Moderate increase of the digoxinemia due to increase of its absorption by the omeprazole	Precaution for use	Clinical monitoring, EKG, and monitoring of the digoxinemia, particularly with an older patient. 
A02BC01	OMEPRAZOLE	7646			J05AE04	NELFINAVIR	134527			ANSM	380-OMEPRAZOLE.html	Risk of large decrease of the plasma concentrations of the nelfinavir and of its active metabolite due to decrease of its digestive absorption by the omeprazole	Contraindication	
A02BD05	OMEPRAZOLE	7646			J05AE04	NELFINAVIR	134527			ANSM	380-OMEPRAZOLE.html	Risk of large decrease of the plasma concentrations of the nelfinavir and of its active metabolite due to decrease of its digestive absorption by the omeprazole	Contraindication	
A02BD01	OMEPRAZOLE	7646			J05AE04	NELFINAVIR	134527			ANSM	380-OMEPRAZOLE.html	Risk of large decrease of the plasma concentrations of the nelfinavir and of its active metabolite due to decrease of its digestive absorption by the omeprazole	Contraindication	
A02BC01	OMEPRAZOLE	7646			D11AH01	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A02BC01	OMEPRAZOLE	7646			L04AD02	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A02BD05	OMEPRAZOLE	7646			D11AH01	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A02BD05	OMEPRAZOLE	7646			L04AD02	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A02BD01	OMEPRAZOLE	7646			D11AH01	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A02BD01	OMEPRAZOLE	7646			L04AD02	TACROLIMUS	42316			ANSM	380-OMEPRAZOLE.html	Increase of the blood concentrations of the tacrolimus	Precaution for use	Blood concentration dosage of the tacrolimus, testing of the renal function and adjustment of the dosage during the administration of the substances together and after it is stopped. 
A04AA01	ONDANSETRON	26225			G04BE07	APOMORPHINE	1043			ANSM	381-ONDANSETRON.html	Severe hypotension and loss of consciousness have been reported when ondansetron is administered with apomorphine	Contraindication	
A04AA01	ONDANSETRON	26225			N04BC07	APOMORPHINE	1043			ANSM	381-ONDANSETRON.html	Severe hypotension and loss of consciousness have been reported when ondansetron is administered with apomorphine	Contraindication	
A04AA01	ONDANSETRON	26225			N02AX02	TRAMADOL	10689			ANSM	381-ONDANSETRON.html	Decrease of the intensity and of the duration of the analgesic effect of the tramadol and risk of decrease of the antiemetic effect of the ondansetron	Take into account	
A04AA01	ONDANSETRON	26225			N02AX52	TRAMADOL	10689			ANSM	381-ONDANSETRON.html	Decrease of the intensity and of the duration of the analgesic effect of the tramadol and risk of decrease of the antiemetic effect of the ondansetron	Take into account	
A04AA01	ONDANSETRON	26225						MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	382-ONDANSÉTRON.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes 	Precaution for use	Clinical monitoring and EKG during the administration of these medications together. 
M01CB	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
M01CB01	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
M01CB02	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
M01CB03	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
M01CB04	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
M01CB05	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
V10AX06	GOLD	691572						ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	383-GOLD.html	With the gold salts administered by IV route: risk of "nitritoid" reaction when the ACE inhibitor is introduced (nausea, vomiting, vasomotor effects of the flushing type, hypotension, possibly sudden drop in blood pressure)	Take into account	
			PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA				AMINOGLYCOSIDES	J01GB-001	ANSM	384-PLATINUM-BASED-ANTINEOPLASTIC-CANCER-DRUGS.html	Addition of the nephrotoxic and/or ototoxic effects, especially in the case of pre-existing renal insufficiency	Take into account	
			PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA				LOOP DIURETICS	C03CA-001	ANSM	384-PLATINUM-BASED-ANTINEOPLASTIC-CANCER-DRUGS.html	Risk of addition of the ototoxic and/or nephrotoxic effects	Take into account	
A08AB01	ORLISTAT	37925			C01BD01	AMIODARONE	703			ANSM	385-ORLISTAT.html	Risk of decrease of the plasma concentrations of the amiodarone and of its active metabolite	Precaution for use	Clinical monitoring and, if needed, EKG
A08AB01	ORLISTAT	37925						TRICYCLIC ANTIDEPRESSANTS	N06AA-001	ANSM	385-ORLISTAT.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
A08AB01	ORLISTAT	37925						VITAMIN K ANTAGONISTS	B01AA-001	ANSM	385-ORLISTAT.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage 	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the orlistat and after it is stopped. 
A08AB01	ORLISTAT	37925			L04AD01	CICLOSPORIN	3008			ANSM	385-ORLISTAT.html	Decrease of the blood concentrations of the ciclosporin due to decrease of its intestinal absorption, with risk of loss of the immunosuppressive activity	Not recommended	Take the orlistat at a different time from the ciclosporin (at least three hours apart). Reinforce testing of blood dosages of the ciclosporin, especially at the beginning of the administration of the two medications together, and at the time of a possible increase in the dosage of the orlistat.
A08AB01	ORLISTAT	37925			S01XA18	CICLOSPORIN	3008			ANSM	385-ORLISTAT.html	Decrease of the blood concentrations of the ciclosporin due to decrease of its intestinal absorption, with risk of loss of the immunosuppressive activity	Not recommended	Take the orlistat at a different time from the ciclosporin (at least three hours apart). Reinforce testing of blood dosages of the ciclosporin, especially at the beginning of the administration of the two medications together, and at the time of a possible increase in the dosage of the orlistat.
A08AB01	ORLISTAT	37925						THYROID HORMONES	H03AA	ANSM	385-ORLISTAT.html	Risk of disequilibrium of the thyroid replacement therapy in cases where there is treatment with orlistat	Take into account 	
A08AB01	ORLISTAT 	37925						SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	385-ORLISTAT.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
A08AB01	ORLISTAT	37925			D11AX04	LITHIUM	6448			ANSM	385-ORLISTAT.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
A08AB01	ORLISTAT	37925						MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ANSM	385-ORLISTAT.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
A08AB01	ORLISTAT	37925						NEUROLEPTICS	N05AA-003	ANSM	385-ORLISTAT.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
A08AB01	ORLISTAT	37925						VITAMIN D	A11CC	ANSM	385-ORLISTAT.html	Decrease of the absorption of the vitamin D	Take into account	
G01AF06	ORNIDAZOLE	7701						FLUOROURACIL (AND BY EXTRAPOLATION, TEGAFUR AND CAPECITABINE)	L01BC-001	ANSM	386-ORNIDAZOLE.html	Increase of the toxicity of the fluorouracil due to decrease of its clearance	Take into account	
J01XD03	ORNIDAZOLE	7701						FLUOROURACIL (AND BY EXTRAPOLATION, TEGAFUR AND CAPECITABINE)	L01BC-001	ANSM	386-ORNIDAZOLE.html	Increase of the toxicity of the fluorouracil due to decrease of its clearance	Take into account	
P01AB03	ORNIDAZOLE	7701						FLUOROURACIL (AND BY EXTRAPOLATION, TEGAFUR AND CAPECITABINE)	L01BC-001	ANSM	386-ORNIDAZOLE.html	Increase of the toxicity of the fluorouracil due to decrease of its clearance	Take into account	
N03AF02	OXCARBAZEPINE	32624						NON-CONTRACEPTIVE ESTROGENS	G03C-001	ANSM	387-OXCARBAZEPINE.html	Risk of decrease of the effectiveness of the hormonal treatment, due to increase of its hepatic metabolism by the oxcarbazepine.	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the hormonal treatment during the treatment with the oxcarbazepine and after it is stopped.
N03AF02	OXCARBAZEPINE	32624			N03AX09	LAMOTRIGINE	28439			ANSM	387-OXCARBAZEPINE.html	Decrease of the concentrations of the lamotrigine with risk of lower effectiveness, due to increase of its hepatic metabolism by the oxcarbazepine	Precaution for use	Clinical monitoring and testing of the plasma concentrations, with adjustment of the dosage of the lamotrigine if needed.
N03AF02	OXCARBAZEPINE	32624			N03AX22	PERAMPANEL	1356552			ANSM	387-OXCARBAZEPINE.html	Decrease by half of the concentrations of perampanel and slight increase of those of the oxcarbazepine.	Take into account	
N03AF02	OXCARBAZEPINE	32624			38404	TOPIRAMATE	38404			ANSM	387-OXCARBAZEPINE.html	Risk of decrease of the concentrations of the topiramate with risk of lower effectiveness, due to increase of its hepatic metabolism by the oxcarbazepine	Precaution for use	Clinical monitoring and, if needed, adjustment of the dosage of the topiramate during the treatment with the oxcarbazepine and after it is stopped. 
C07AA02	OXPRENOLOL	7801			N02CA02	ERGOTAMINE	4025			ANSM	388-OXPRENOLOL.html	Ergotism: some cases of arterial spasm with ischemia of the extremities have been observed (addition of vascular effects)	Precaution for use	Reinforce clinical monitoring, in particular during the first weeks of the administration of these substances together. 
C07AA02	OXPRENOLOL	7801			N02CA51	ERGOTAMINE	4025			ANSM	388-OXPRENOLOL.html	Ergotism: some cases of arterial spasm with ischemia of the extremities have been observed (addition of vascular effects)	Precaution for use	Reinforce clinical monitoring, in particular during the first weeks of the administration of these substances together. 
C07AA02	OXPRENOLOL	7801			N02CA52	ERGOTAMINE	4025			ANSM	388-OXPRENOLOL.html	Ergotism: some cases of arterial spasm with ischemia of the extremities have been observed (addition of vascular effects)	Precaution for use	Reinforce clinical monitoring, in particular during the first weeks of the administration of these substances together. 
C07AA02	OXPRENOLOL	7801			N02CA72	ERGOTAMINE	4025			ANSM	388-OXPRENOLOL.html	Ergotism: some cases of arterial spasm with ischemia of the extremities have been observed (addition of vascular effects)	Precaution for use	Reinforce clinical monitoring, in particular during the first weeks of the administration of these substances together. 
N02AA05	OXYCODONE	7804						STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	389-OXYCODONE.html	Increase of the plasma concentrations of the oxycodone	Not recommended	Clinical monitoring and possible adjustment of the dosage of oxycodone during the length of the treatment with the enzyme inhibitor.
N02AA55	OXYCODONE	7804						STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	389-OXYCODONE.html	Increase of the plasma concentrations of the oxycodone	Not recommended	Clinical monitoring and possible adjustment of the dosage of oxycodone during the length of the treatment with the enzyme inhibitor.
			STEP II OPIOID ANALGESICS	N02A-003				AGONIST-ANTAGONIST OPIOIDS 	NO2A-001	ANSM	39-STEP-II-OPIOID-ANALGESICS.html	Decrease of the antalgic effect due to competitive blocking of the receptors, with risk of appearance of a withdrawal syndrome	Not recommended	
			STEP II OPIOID ANALGESICS	N02A-003				PARTIAL AGONIST OPIOIDS	PARAG	ANSM	39-STEP-II-OPIOID-ANALGESICS.html	Risk of decrease of the antalgic effect	Not recommended	
N02BE01	PARACETAMOL	161						VITAMIN K ANTAGONISTS	B01AA-001	ANSM	390-PARACETAMOL.html	Risk of increase of the effect of the vitamin K antagonist and of the risk of hemorrhage when taking paracetamol in maximal doses (4g/day) for at least 4 days	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the paracetamol and after it is stopped. 
