object_drugbank,object,precipitant_drugbank,precipitant
DB00864,Tacrolimus,DB01268,Sunitinib
DB00864,Tacrolimus,DB05521,Telaprevir
DB00864,Tacrolimus,DB00976,Telithromycin
DB00864,Tacrolimus,DB06287,Temsirolimus
DB00864,Tacrolimus,DB08880,Teriflunomide
DB00864,Tacrolimus,DB04844,Tetrabenazine
DB00864,Tacrolimus,DB00679,Thioridazine
DB00864,Tacrolimus,DB01623,Thiothixene
DB00864,Tacrolimus,DB00932,Tipranavir
DB00864,Tacrolimus,DB00684,Tobramycin
DB00864,Tacrolimus,DB08895,Tofacitinib
DB00864,Tacrolimus,DB01030,Topotecan
DB00864,Tacrolimus,DB00539,Toremifene
DB00864,Tacrolimus,DB00072,Trastuzumab
DB00864,Tacrolimus,DB00726,Trimipramine
DB00864,Tacrolimus,DB01361,Troleandomycin
DB00864,Tacrolimus,DB00661,Verapamil
DB00864,Tacrolimus,DB00582,Voriconazole
DB00864,Tacrolimus,DB02546,Vorinostat
DB00864,Tacrolimus,DB00246,Ziprasidone
DB00864,Tacrolimus,DB01624,Zuclopenthixol
DB00864,Tacrolimus,DB08919,Zuclopenthixol acetate
DB00864,Tacrolimus,DB08920,Zuclopenthixol decanoate
DB00865,Benzphetamine,DB00477,Chlorpromazine
DB00865,Benzphetamine,DB00472,Fluoxetine
DB00865,Benzphetamine,DB00623,Fluphenazine
DB00865,Benzphetamine,DB00176,Fluvoxamine
DB00865,Benzphetamine,DB01170,Guanethidine
DB00865,Benzphetamine,DB01247,Isocarboxazid
DB00865,Benzphetamine,DB00933,Mesoridazine
DB00865,Benzphetamine,DB01403,Methotrimeprazine
DB00865,Benzphetamine,DB00715,Paroxetine
DB00865,Benzphetamine,DB00850,Perphenazine
DB00865,Benzphetamine,DB00780,Phenelzine
DB00865,Benzphetamine,DB00433,Prochlorperazine
DB00865,Benzphetamine,DB01069,Promethazine
DB00865,Benzphetamine,DB01608,Propericiazine
DB00865,Benzphetamine,DB01367,Rasagiline
DB00865,Benzphetamine,DB01390,Sodium bicarbonate
DB00865,Benzphetamine,DB00976,Telithromycin
DB00865,Benzphetamine,DB00679,Thioridazine
DB00865,Benzphetamine,DB00193,Tramadol
DB00865,Benzphetamine,DB00519,Trandolapril
DB00865,Benzphetamine,DB00752,Tranylcypromine
DB00865,Benzphetamine,DB00831,Trifluoperazine
DB00865,Benzphetamine,DB00427,Triprolidine
DB00865,Benzphetamine,DB00582,Voriconazole
DB00869,Dorzolamide,DB01194,Brinzolamide
DB00871,Terbutaline,DB01193,Acebutolol
DB00871,Terbutaline,DB00386,Alseroxylon
DB00871,Terbutaline,DB00321,Amitriptyline
DB00871,Terbutaline,DB00543,Amoxapine
DB00871,Terbutaline,DB00335,Atenolol
DB00871,Terbutaline,DB00195,Betaxolol
DB00871,Terbutaline,DB01295,Bevantolol
DB00871,Terbutaline,DB00612,Bisoprolol
DB00871,Terbutaline,DB00521,Carteolol
DB00871,Terbutaline,DB01136,Carvedilol
DB00871,Terbutaline,DB01242,Clomipramine
DB00871,Terbutaline,DB01089,Deserpidine
DB00871,Terbutaline,DB01151,Desipramine
DB00871,Terbutaline,DB01142,Doxepin
DB00871,Terbutaline,DB00187,Esmolol
DB00871,Terbutaline,DB00458,Imipramine
DB00871,Terbutaline,DB01247,Isocarboxazid
DB00871,Terbutaline,DB00598,Labetalol
DB00871,Terbutaline,DB00601,Linezolid
DB00871,Terbutaline,DB00968,Methyldopa
DB00871,Terbutaline,DB00264,Metoprolol
DB00871,Terbutaline,DB00211,Midodrine
DB00871,Terbutaline,DB01171,Moclobemide
DB00871,Terbutaline,DB01203,Nadolol
DB00871,Terbutaline,DB00540,Nortriptyline
DB00871,Terbutaline,DB01580,Oxprenolol
DB00871,Terbutaline,DB01626,Pargyline
DB00871,Terbutaline,DB01359,Penbutolol
DB00871,Terbutaline,DB00780,Phenelzine
DB00871,Terbutaline,DB00960,Pindolol
DB00871,Terbutaline,DB01297,Practolol
DB00871,Terbutaline,DB00571,Propranolol
DB00871,Terbutaline,DB00344,Protriptyline
DB00871,Terbutaline,DB01367,Rasagiline
DB00871,Terbutaline,DB00206,Reserpine
DB00871,Terbutaline,DB00489,Sotalol
DB00871,Terbutaline,DB00373,Timolol
DB00871,Terbutaline,DB00752,Tranylcypromine
DB00871,Terbutaline,DB00726,Trimipramine
DB00872,Conivaptan,DB00346,Alfuzosin
DB00872,Conivaptan,DB00918,Almotriptan
DB00872,Conivaptan,DB06697,Artemether
DB00872,Conivaptan,DB00307,Bexarotene
DB00872,Conivaptan,DB01393,Bezafibrate
DB00872,Conivaptan,DB08873,Boceprevir 
DB00872,Conivaptan,DB01558,Bromazepam
DB00872,Conivaptan,DB01222,Budesonide
DB00872,Conivaptan,DB00297,Bupivacaine
DB00872,Conivaptan,DB00921,Buprenorphine
DB00872,Conivaptan,DB00201,Caffeine
DB00872,Conivaptan,DB00185,Cevimeline
DB00872,Conivaptan,DB01394,Colchicine
DB00872,Conivaptan,DB01219,Dantrolene
DB00872,Conivaptan,DB04855,Dronedarone
DB00872,Conivaptan,DB00700,Eplerenone
DB00872,Conivaptan,DB01590,Everolimus
DB00872,Conivaptan,DB00813,Fentanyl
DB00872,Conivaptan,DB06702,Fesoterodine
DB00872,Conivaptan,DB00196,Fluconazole
DB00872,Conivaptan,DB00588,Fluticasone Propionate
DB00872,Conivaptan,DB01218,Halofantrine
DB00872,Conivaptan,DB04946,Iloperidone
DB00872,Conivaptan,DB01167,Itraconazole
DB00872,Conivaptan,DB04845,Ixabepilone
DB00872,Conivaptan,DB01026,Ketoconazole
DB00872,Conivaptan,DB08815,Lurasidone
DB00872,Conivaptan,DB04835,Maraviroc
DB00872,Conivaptan,DB00959,Methylprednisolone
DB00872,Conivaptan,DB04868,Nilotinib
DB00872,Conivaptan,DB00401,Nisoldipine
DB00872,Conivaptan,DB01229,Paclitaxel
DB00872,Conivaptan,DB06589,Pazopanib
DB00872,Conivaptan,DB08901,Ponatinib 
DB00872,Conivaptan,DB01263,Posaconazole
DB00872,Conivaptan,DB00243,Ranolazine
DB00872,Conivaptan,DB06228,Rivaroxaban
DB00872,Conivaptan,DB06176,Romidepsin
DB00872,Conivaptan,DB00938,Salmeterol
DB00872,Conivaptan,DB06335,Saxagliptin
DB00872,Conivaptan,DB00203,Sildenafil
DB00872,Conivaptan,DB06207,Silodosin
DB00872,Conivaptan,DB00864,Tacrolimus
DB00872,Conivaptan,DB00820,Tadalafil
DB00872,Conivaptan,DB00675,Tamoxifen
DB00872,Conivaptan,DB00706,Tamsulosin
DB00872,Conivaptan,DB05521,Telaprevir
DB00872,Conivaptan,DB00976,Telithromycin
DB00872,Conivaptan,DB06287,Temsirolimus
DB00872,Conivaptan,DB00444,Teniposide
DB00872,Conivaptan,DB00906,Tiagabine
DB00872,Conivaptan,DB08816,Ticagrelor
DB00872,Conivaptan,DB01036,Tolterodine
DB00872,Conivaptan,DB06212,Tolvaptan
DB00872,Conivaptan,DB00539,Toremifene
DB00872,Conivaptan,DB00193,Tramadol
DB00872,Conivaptan,DB00656,Trazodone
DB00872,Conivaptan,DB00862,Vardenafil
DB00872,Conivaptan,DB00285,Venlafaxine
DB00872,Conivaptan,DB00661,Verapamil
DB00872,Conivaptan,DB06684,Vilazodone
DB00872,Conivaptan,DB00570,Vinblastine
DB00872,Conivaptan,DB00541,Vincristine
DB00872,Conivaptan,DB00361,Vinorelbine
DB00872,Conivaptan,DB00582,Voriconazole
DB00872,Conivaptan,DB00425,Zolpidem
DB00872,Conivaptan,DB00909,Zonisamide
DB00872,Conivaptan,DB01198,Zopiclone
DB00875,Flupentixol,DB06697,Artemether
DB00875,Flupentixol,DB00843,Donepezil
DB00875,Flupentixol,DB00674,Galantamine
DB00875,Flupentixol,DB06708,Lumefantrine
DB00875,Flupentixol,DB00989,Rivastigmine
DB00875,Flupentixol,DB00382,Tacrine
DB00875,Flupentixol,DB00864,Tacrolimus
DB00875,Flupentixol,DB04844,Tetrabenazine
DB00875,Flupentixol,DB01623,Thiothixene
DB00875,Flupentixol,DB00539,Toremifene
DB00875,Flupentixol,DB00662,Trimethobenzamide
DB00875,Flupentixol,DB00726,Trimipramine
DB00875,Flupentixol,DB00427,Triprolidine
DB00875,Flupentixol,DB00209,Trospium
DB00875,Flupentixol,DB00582,Voriconazole
DB00875,Flupentixol,DB02546,Vorinostat
DB00875,Flupentixol,DB00246,Ziprasidone
DB00875,Flupentixol,DB01624,Zuclopenthixol
DB00875,Flupentixol,DB08919,Zuclopenthixol acetate
DB00875,Flupentixol,DB08920,Zuclopenthixol decanoate
DB00876,Eprosartan,DB00594,Amiloride
DB00876,Eprosartan,DB01395,Drospirenone
DB00876,Eprosartan,DB01356,Lithium
DB00876,Eprosartan,DB01345,Potassium
DB00876,Eprosartan,DB00421,Spironolactone
DB00876,Eprosartan,DB00519,Trandolapril
DB00876,Eprosartan,DB00374,Treprostinil
DB00876,Eprosartan,DB00384,Triamterene
DB00877,Sirolimus,DB01072,Atazanavir
DB00877,Sirolimus,DB08873,Boceprevir 
DB00877,Sirolimus,DB01211,Clarithromycin
DB00877,Sirolimus,DB00091,Cyclosporine
DB00877,Sirolimus,DB00343,Diltiazem
DB00877,Sirolimus,DB04855,Dronedarone
DB00877,Sirolimus,DB00199,Erythromycin
DB00877,Sirolimus,DB01320,Fosphenytoin
DB00877,Sirolimus,DB01167,Itraconazole
DB00877,Sirolimus,DB01026,Ketoconazole
DB00877,Sirolimus,DB00252,Phenytoin
DB00877,Sirolimus,DB00615,Rifabutin
DB00877,Sirolimus,DB01045,Rifampicin
DB00877,Sirolimus,DB06372,Rilonacept
DB00877,Sirolimus,DB00864,Tacrolimus
DB00877,Sirolimus,DB00976,Telithromycin
DB00877,Sirolimus,DB00932,Tipranavir
DB00877,Sirolimus,DB00519,Trandolapril
DB00877,Sirolimus,DB00072,Trastuzumab
DB00877,Sirolimus,DB00582,Voriconazole
DB00879,Emtricitabine,DB01610,Valganciclovir
DB00880,Chlorothiazide,DB01143,Amifostine
DB00880,Chlorothiazide,DB01432,Cholestyramine
DB00880,Chlorothiazide,DB00375,Colestipol
DB00880,Chlorothiazide,DB00390,Digoxin
DB00880,Chlorothiazide,DB00204,Dofetilide
DB00880,Chlorothiazide,DB01356,Lithium
DB00880,Chlorothiazide,DB00073,Rituximab
DB00880,Chlorothiazide,DB00273,Topiramate
DB00880,Chlorothiazide,DB00519,Trandolapril
DB00880,Chlorothiazide,DB00374,Treprostinil
DB00881,Quinapril,DB00594,Amiloride
DB00881,Quinapril,DB08822,Azilsartan medoxomil
DB00881,Quinapril,DB01395,Drospirenone
DB00881,Quinapril,DB06196,Icatibant
DB00881,Quinapril,DB01356,Lithium
DB00881,Quinapril,DB01345,Potassium
DB00881,Quinapril,DB00421,Spironolactone
DB00881,Quinapril,DB00759,Tetracycline
DB00881,Quinapril,DB00697,Tizanidine
DB00881,Quinapril,DB00684,Tobramycin
DB00881,Quinapril,DB00374,Treprostinil
DB00881,Quinapril,DB00384,Triamterene
DB00881,Quinapril,DB00685,Trovafloxacin
DB00882,Clomifene,DB01351,Amobarbital
DB00882,Clomifene,DB01352,Aprobarbital
DB00882,Clomifene,DB00237,Butabarbital
DB00882,Clomifene,DB00241,Butalbital
DB00882,Clomifene,DB01353,Butethal
DB00882,Clomifene,DB00754,Ethotoin
DB00882,Clomifene,DB01320,Fosphenytoin
DB00882,Clomifene,DB00400,Griseofulvin
DB00882,Clomifene,DB01354,Heptabarbital
DB00882,Clomifene,DB01355,Hexobarbital
DB00882,Clomifene,DB00532,Mephenytoin
DB00882,Clomifene,DB00474,Methohexital
DB00882,Clomifene,DB00849,Methylphenobarbital
DB00882,Clomifene,DB00312,Pentobarbital
DB00882,Clomifene,DB01174,Phenobarbital
DB00882,Clomifene,DB00252,Phenytoin
DB00882,Clomifene,DB00860,Prednisolone
DB00882,Clomifene,DB00635,Prednisone
DB00882,Clomifene,DB00794,Primidone
DB00882,Clomifene,DB00481,Raloxifene
DB00882,Clomifene,DB00418,Secobarbital
DB00882,Clomifene,DB00306,Talbutal
DB00882,Clomifene,DB01586,Ursodeoxycholic acid
DB00883,Isosorbide Dinitrate,DB06237,Avanafil
DB00883,Isosorbide Dinitrate,DB00320,Dihydroergotamine
DB00883,Isosorbide Dinitrate,DB01253,Ergonovine
DB00883,Isosorbide Dinitrate,DB00696,Ergotamine
DB00883,Isosorbide Dinitrate,DB00353,Methylergometrine
DB00883,Isosorbide Dinitrate,DB00247,Methysergide
DB00883,Isosorbide Dinitrate,DB00203,Sildenafil
DB00883,Isosorbide Dinitrate,DB00820,Tadalafil
DB00883,Isosorbide Dinitrate,DB00976,Telithromycin
DB00883,Isosorbide Dinitrate,DB00374,Treprostinil
DB00883,Isosorbide Dinitrate,DB06267,Udenafil
DB00883,Isosorbide Dinitrate,DB00862,Vardenafil
DB00883,Isosorbide Dinitrate,DB00582,Voriconazole
DB00884,Risedronate,DB01373,Calcium
DB00884,Risedronate,DB00258,Calcium Acetate
DB00884,Risedronate,DB01164,Calcium Chloride
DB00884,Risedronate,DB00893,Iron Dextran
DB00884,Risedronate,DB01378,Magnesium
DB00887,Bumetanide,DB00479,Amikacin
DB00887,Bumetanide,DB00515,Cisplatin
DB00887,Bumetanide,DB00930,Colesevelam
DB00887,Bumetanide,DB01078,Deslanoside
DB00887,Bumetanide,DB01396,Digitoxin
DB00887,Bumetanide,DB00390,Digoxin
DB00887,Bumetanide,DB00798,Gentamicin
DB00887,Bumetanide,DB01404,Ginseng
DB00887,Bumetanide,DB01050,Ibuprofen
DB00887,Bumetanide,DB00328,Indomethacin
DB00887,Bumetanide,DB01172,Kanamycin
DB00887,Bumetanide,DB00955,Netilmicin
DB00887,Bumetanide,DB01082,Streptomycin
DB00887,Bumetanide,DB00605,Sulindac
DB00887,Bumetanide,DB00684,Tobramycin
DB00887,Bumetanide,DB00519,Trandolapril
DB00887,Bumetanide,DB00374,Treprostinil
DB00888,Mechlorethamine,DB06769,Bendamustine
DB00888,Mechlorethamine,DB00072,Trastuzumab
DB00891,Sulfapyridine,DB00672,Chlorpropamide
DB00891,Sulfapyridine,DB00563,Methotrexate
DB00893,Iron Dextran,DB00630,Alendronate
DB00893,Iron Dextran,DB00537,Ciprofloxacin
DB00893,Iron Dextran,DB00720,Clodronate
DB00893,Iron Dextran,DB08826,Deferiprone
DB00893,Iron Dextran,DB00618,Demeclocycline
DB00893,Iron Dextran,DB00254,Doxycycline
DB00893,Iron Dextran,DB06210,Eltrombopag
DB00893,Iron Dextran,DB00467,Enoxacin
DB00893,Iron Dextran,DB01077,Etidronic acid
DB00893,Iron Dextran,DB01044,Gatifloxacin
DB00893,Iron Dextran,DB01155,Gemifloxacin
DB00893,Iron Dextran,DB00365,Grepafloxacin
DB00893,Iron Dextran,DB00710,Ibandronate
DB00893,Iron Dextran,DB01235,L-DOPA
DB00893,Iron Dextran,DB01137,Levofloxacin
DB00893,Iron Dextran,DB00451,Levothyroxine
DB00893,Iron Dextran,DB00978,Lomefloxacin
DB00893,Iron Dextran,DB00931,Methacycline
DB00893,Iron Dextran,DB00968,Methyldopa
DB00893,Iron Dextran,DB01017,Minocycline
DB00893,Iron Dextran,DB00218,Moxifloxacin
DB00893,Iron Dextran,DB00688,Mycophenolate mofetil
DB00893,Iron Dextran,DB01059,Norfloxacin
DB00893,Iron Dextran,DB01165,Ofloxacin
DB00893,Iron Dextran,DB00595,Oxytetracycline
DB00893,Iron Dextran,DB00487,Pefloxacin
DB00893,Iron Dextran,DB00859,Penicillamine
DB00893,Iron Dextran,DB00884,Risedronate
DB00893,Iron Dextran,DB01405,Temafloxacin
DB00893,Iron Dextran,DB00759,Tetracycline
DB00893,Iron Dextran,DB00685,Trovafloxacin
DB00894,Testolactone,DB01418,Acenocoumarol
DB00894,Testolactone,DB00091,Cyclosporine
DB00894,Testolactone,DB00682,Warfarin
DB00895,Benzylpenicilloyl Polylysine,DB00748,Carbinoxamine
DB00897,Triazolam,DB00701,Amprenavir
DB00897,Triazolam,DB00673,Aprepitant
DB00897,Triazolam,DB01072,Atazanavir
DB00897,Triazolam,DB00501,Cimetidine
DB00897,Triazolam,DB01211,Clarithromycin
DB00897,Triazolam,DB00363,Clozapine
DB00897,Triazolam,DB00705,Delavirdine
DB00897,Triazolam,DB00343,Diltiazem
DB00897,Triazolam,DB00625,Efavirenz
DB00897,Triazolam,DB00199,Erythromycin
DB00897,Triazolam,DB00754,Ethotoin
DB00897,Triazolam,DB00196,Fluconazole
DB00897,Triazolam,DB01319,Fosamprenavir
DB00897,Triazolam,DB01320,Fosphenytoin
DB00897,Triazolam,DB00224,Indinavir
DB00897,Triazolam,DB01167,Itraconazole
DB00897,Triazolam,DB01321,Josamycin
DB00897,Triazolam,DB01322,Kava
DB00897,Triazolam,DB01026,Ketoconazole
DB00897,Triazolam,DB00532,Mephenytoin
DB00897,Triazolam,DB00745,Modafinil
DB00897,Triazolam,DB01149,Nefazodone
DB00897,Triazolam,DB00220,Nelfinavir
DB00897,Triazolam,DB00338,Omeprazole
DB00897,Triazolam,DB00252,Phenytoin
DB00897,Triazolam,DB01045,Rifampicin
DB00897,Triazolam,DB00503,Ritonavir
DB00897,Triazolam,DB01232,Saquinavir
DB00897,Triazolam,DB01323,St. John's Wort
DB00897,Triazolam,DB05521,Telaprevir
DB00897,Triazolam,DB00976,Telithromycin
DB00897,Triazolam,DB00932,Tipranavir
DB00897,Triazolam,DB00427,Triprolidine
DB00897,Triazolam,DB00661,Verapamil
DB00897,Triazolam,DB00582,Voriconazole
DB00898,Ethanol,DB01048,Abacavir
DB00898,Ethanol,DB08872,gabapentin enacarbil
DB00898,Ethanol,DB05528,Mipomersen 
DB00898,Ethanol,DB08883,Perampanel
DB00898,Ethanol,DB00697,Tizanidine
DB00898,Ethanol,DB00427,Triprolidine
DB00899,Remifentanil,DB00752,Tranylcypromine
DB00899,Remifentanil,DB00427,Triprolidine
DB00900,Didanosine,DB01004,Ganciclovir
DB00900,Didanosine,DB00300,Tenofovir
DB00900,Didanosine,DB00932,Tipranavir
DB00900,Didanosine,DB00684,Tobramycin
DB00900,Didanosine,DB00685,Trovafloxacin
DB00900,Didanosine,DB01610,Valganciclovir
DB00900,Didanosine,DB00582,Voriconazole
DB00900,Didanosine,DB00943,Zalcitabine
DB00901,Bitolterol,DB00494,Entacapone
DB00902,Methdilazine,DB01200,Bromocriptine
DB00902,Methdilazine,DB00604,Cisapride
DB00902,Methdilazine,DB01191,Dexfenfluramine
DB00902,Methdilazine,DB00937,Diethylpropion
DB00902,Methdilazine,DB00843,Donepezil
DB00902,Methdilazine,DB00574,Fenfluramine
DB00902,Methdilazine,DB00674,Galantamine
DB00902,Methdilazine,DB01170,Guanethidine
DB00902,Methdilazine,DB00579,Mazindol
DB00902,Methdilazine,DB00191,Phentermine
DB00902,Methdilazine,DB00397,Phenylpropanolamine
DB00902,Methdilazine,DB00342,Terfenadine
DB00903,Ethacrynic acid,DB00479,Amikacin
DB00903,Ethacrynic acid,DB00515,Cisplatin
DB00903,Ethacrynic acid,DB00930,Colesevelam
DB00903,Ethacrynic acid,DB01078,Deslanoside
DB00903,Ethacrynic acid,DB01396,Digitoxin
DB00903,Ethacrynic acid,DB00390,Digoxin
DB00903,Ethacrynic acid,DB00798,Gentamicin
DB00903,Ethacrynic acid,DB01404,Ginseng
DB00903,Ethacrynic acid,DB01050,Ibuprofen
DB00903,Ethacrynic acid,DB05039,Indacaterol
DB00903,Ethacrynic acid,DB00328,Indomethacin
DB00903,Ethacrynic acid,DB01172,Kanamycin
DB00903,Ethacrynic acid,DB00955,Netilmicin
DB00903,Ethacrynic acid,DB01082,Streptomycin
DB00903,Ethacrynic acid,DB00605,Sulindac
DB00903,Ethacrynic acid,DB00684,Tobramycin
DB00903,Ethacrynic acid,DB00519,Trandolapril
DB00903,Ethacrynic acid,DB00374,Treprostinil
DB00904,Ondansetron,DB06216,Asenapine
DB00904,Ondansetron,DB08865,Crizotinib
DB00904,Ondansetron,DB04953,Ezogabine 
DB00904,Ondansetron,DB05039,Indacaterol
DB00904,Ondansetron,DB06589,Pazopanib
DB00904,Ondansetron,DB06402,Telavancin
DB00905,Bimatoprost,DB00654,Latanoprost
DB00906,Tiagabine,DB00701,Amprenavir
DB00906,Tiagabine,DB01072,Atazanavir
DB00906,Tiagabine,DB01211,Clarithromycin
DB00906,Tiagabine,DB00872,Conivaptan
DB00906,Tiagabine,DB01264,Darunavir
DB00906,Tiagabine,DB00705,Delavirdine
DB00906,Tiagabine,DB01319,Fosamprenavir
DB00906,Tiagabine,DB00619,Imatinib
DB00906,Tiagabine,DB00224,Indinavir
DB00906,Tiagabine,DB00951,Isoniazid
DB00906,Tiagabine,DB01167,Itraconazole
DB00906,Tiagabine,DB01026,Ketoconazole
DB00906,Tiagabine,DB01601,Lopinavir
DB00906,Tiagabine,DB00358,Mefloquine
DB00906,Tiagabine,DB01110,Miconazole
DB00906,Tiagabine,DB01149,Nefazodone
DB00906,Tiagabine,DB00220,Nelfinavir
DB00906,Tiagabine,DB00622,Nicardipine
DB00906,Tiagabine,DB01263,Posaconazole
DB00906,Tiagabine,DB00908,Quinidine
DB00906,Tiagabine,DB00503,Ritonavir
DB00906,Tiagabine,DB01232,Saquinavir
DB00906,Tiagabine,DB00976,Telithromycin
DB00906,Tiagabine,DB00427,Triprolidine
DB00906,Tiagabine,DB00582,Voriconazole
DB00907,Cocaine,DB00289,Atomoxetine
DB00907,Cocaine,DB00822,Disulfiram
DB00907,Cocaine,DB04946,Iloperidone
DB00907,Cocaine,DB06704,Iobenguane
DB00907,Cocaine,DB00675,Tamoxifen
DB00907,Cocaine,DB00706,Tamsulosin
DB00907,Cocaine,DB00976,Telithromycin
DB00907,Cocaine,DB04844,Tetrabenazine
DB00907,Cocaine,DB01036,Tolterodine
DB00907,Cocaine,DB00193,Tramadol
DB00907,Cocaine,DB00726,Trimipramine
DB00907,Cocaine,DB00285,Venlafaxine
DB00907,Cocaine,DB00582,Voriconazole
DB00907,Cocaine,DB01624,Zuclopenthixol
DB00907,Cocaine,DB08919,Zuclopenthixol acetate
DB00907,Cocaine,DB08920,Zuclopenthixol decanoate
DB00908,Quinidine,DB01418,Acenocoumarol
DB00908,Quinidine,DB06274,Alvimopan
DB00908,Quinidine,DB00594,Amiloride
DB00908,Quinidine,DB01118,Amiodarone
DB00908,Quinidine,DB00321,Amitriptyline
DB00908,Quinidine,DB01351,Amobarbital
DB00908,Quinidine,DB01125,Anisindione
DB00908,Quinidine,DB01352,Aprobarbital
DB00908,Quinidine,DB01238,Aripiprazole
DB00908,Quinidine,DB06697,Artemether
DB00908,Quinidine,DB01072,Atazanavir
DB00908,Quinidine,DB00289,Atomoxetine
DB00908,Quinidine,DB00732,Atracurium
DB00908,Quinidine,DB01558,Bromazepam
DB00908,Quinidine,DB00237,Butabarbital
DB00908,Quinidine,DB00241,Butalbital
DB00908,Quinidine,DB01353,Butethal
DB00908,Quinidine,DB00501,Cimetidine
DB00908,Quinidine,DB00604,Cisapride
DB00908,Quinidine,DB01211,Clarithromycin
DB00908,Quinidine,DB01242,Clomipramine
DB00908,Quinidine,DB00318,Codeine
DB00908,Quinidine,DB08865,Crizotinib
DB00908,Quinidine,DB06695,Dabigatran etexilate
DB00908,Quinidine,DB01219,Dantrolene
DB00908,Quinidine,DB01151,Desipramine
DB00908,Quinidine,DB00514,Dextromethorphan
DB00908,Quinidine,DB00266,Dicoumarol
DB00908,Quinidine,DB01396,Digitoxin
DB00908,Quinidine,DB00390,Digoxin
DB00908,Quinidine,DB01551,Dihydrocodeine
DB00908,Quinidine,DB01341,Dihydroquinidine barbiturate
DB00908,Quinidine,DB00343,Diltiazem
DB00908,Quinidine,DB00843,Donepezil
DB00908,Quinidine,DB01142,Doxepin
DB00908,Quinidine,DB00199,Erythromycin
DB00908,Quinidine,DB06414,Etravirine
DB00908,Quinidine,DB08868,Fingolimod
DB00908,Quinidine,DB01320,Fosphenytoin
DB00908,Quinidine,DB00674,Galantamine
DB00908,Quinidine,DB01044,Gatifloxacin
DB00908,Quinidine,DB00365,Grepafloxacin
DB00908,Quinidine,DB01354,Heptabarbital
DB00908,Quinidine,DB01355,Hexobarbital
DB00908,Quinidine,DB00458,Imipramine
DB00908,Quinidine,DB01167,Itraconazole
DB00908,Quinidine,DB01026,Ketoconazole
DB00908,Quinidine,DB01137,Levofloxacin
DB00908,Quinidine,DB06708,Lumefantrine
DB00908,Quinidine,DB01378,Magnesium
DB00908,Quinidine,DB01397,Magnesium salicylate
DB00908,Quinidine,DB00933,Mesoridazine
DB00908,Quinidine,DB00474,Methohexital
DB00908,Quinidine,DB00849,Methylphenobarbital
DB00908,Quinidine,DB01336,Metocurine
DB00908,Quinidine,DB00218,Moxifloxacin
DB00908,Quinidine,DB00220,Nelfinavir
DB00908,Quinidine,DB01115,Nifedipine
DB00908,Quinidine,DB00540,Nortriptyline
DB00908,Quinidine,DB01165,Ofloxacin
DB00908,Quinidine,DB01337,Pancuronium
DB00908,Quinidine,DB00312,Pentobarbital
DB00908,Quinidine,DB01174,Phenobarbital
DB00908,Quinidine,DB00252,Phenytoin
DB00908,Quinidine,DB01263,Posaconazole
DB00908,Quinidine,DB00794,Primidone
DB00908,Quinidine,DB01035,Procainamide
DB00908,Quinidine,DB01182,Propafenone
DB00908,Quinidine,DB00344,Protriptyline
DB00908,Quinidine,DB01346,Quinidine barbiturate
DB00908,Quinidine,DB01369,Quinupristin
DB00908,Quinidine,DB00243,Ranolazine
DB00908,Quinidine,DB01045,Rifampicin
DB00908,Quinidine,DB00503,Ritonavir
DB00908,Quinidine,DB00989,Rivastigmine
DB00908,Quinidine,DB00418,Secobarbital
DB00908,Quinidine,DB01390,Sodium bicarbonate
DB00908,Quinidine,DB01208,Sparfloxacin
DB00908,Quinidine,DB00202,Succinylcholine
DB00908,Quinidine,DB00864,Tacrolimus
DB00908,Quinidine,DB00820,Tadalafil
DB00908,Quinidine,DB00306,Talbutal
DB00908,Quinidine,DB00675,Tamoxifen
DB00908,Quinidine,DB00706,Tamsulosin
DB00908,Quinidine,DB06402,Telavancin
DB00908,Quinidine,DB00976,Telithromycin
DB00908,Quinidine,DB06287,Temsirolimus
DB00908,Quinidine,DB00444,Teniposide
DB00908,Quinidine,DB00342,Terfenadine
DB00908,Quinidine,DB04844,Tetrabenazine
DB00908,Quinidine,DB00599,Thiopental
DB00908,Quinidine,DB00679,Thioridazine
DB00908,Quinidine,DB00906,Tiagabine
DB00908,Quinidine,DB00932,Tipranavir
DB00908,Quinidine,DB01036,Tolterodine
DB00908,Quinidine,DB01030,Topotecan
DB00908,Quinidine,DB00539,Toremifene
DB00908,Quinidine,DB00193,Tramadol
DB00908,Quinidine,DB00656,Trazodone
DB00908,Quinidine,DB00726,Trimipramine
DB00908,Quinidine,DB00862,Vardenafil
DB00908,Quinidine,DB01339,Vecuronium
DB00908,Quinidine,DB00285,Venlafaxine
DB00908,Quinidine,DB00661,Verapamil
DB00908,Quinidine,DB06684,Vilazodone
DB00908,Quinidine,DB00570,Vinblastine
