drug pair    NDFRT    DrugBank
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033572', u'DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00624    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034417', u'CYCLOSPORINE/TESTOSTERONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00897    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033484', u'KETOCONAZOLE/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034990', u'EPLERENONE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01045    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176526', u'PHENYTOIN/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032734', u'CARBAMAZEPINE/ISONIAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00323-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180663', u'PHENELZINE/TOLCAPONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00216    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176333', u'ELETRIPTAN/PAROXETINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00625    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034258', u'CISAPRIDE/EFAVIRENZ [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB08860    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181596', u'CYCLOSPORINE/PITAVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00524-http://bio2rdf.org/drugbank:DB00204    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180026', u'DOFETILIDE/METOLAZONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB01118    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035081', u'AMIODARONE/SAQUINAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032605', u'AMILORIDE/LISINOPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00715    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180063', u'PAROXETINE/TAMOXIFEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032947', u'ANISINDIONE/INDOMETHACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033437', u'FLUCONAZOLE/MIDAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01365-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034007', u'MEPHENTERMINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035209', u'LOVASTATIN/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00788-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032951', u'ANISINDIONE/NAPROXEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034998', u'EPLERENONE/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB00695    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033617', u'FUROSEMIDE/STREPTOMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00582    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034842', u'PHENYTOIN/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00932    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035460', u'SAQUINAVIR/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01303-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033361', u'CIMETIDINE/OXTRIPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00494-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180670', u'ENTACAPONE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00461-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033024', u'ANISINDIONE/NABUMETONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00647-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180482', u'PROPOXYPHENE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033181', u'LITHIUM/RAMIPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB01406    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033737', u'DANAZOL/DICUMAROL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00367-http://bio2rdf.org/drugbank:DB01174    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035351', u'LEVONORGESTREL/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00852-http://bio2rdf.org/drugbank:DB00601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035217', u'LINEZOLID/PSEUDOEPHEDRINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033190', u'CARBAMAZEPINE/FELBAMATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01268    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176658', u'PHENYTOIN/SUNITINIB [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033490', u'CARBAMAZEPINE/CYCLOSPORINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00955    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033616', u'FUROSEMIDE/NETILMICIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035175', u'CYCLOSPORINE/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00745    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034781', u'ETHINYL ESTRADIOL/MODAFINIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00500-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032691', u'METHOTREXATE/TOLMETIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035452', u'FLUCONAZOLE/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00697-http://bio2rdf.org/drugbank:DB01118    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180703', u'AMIODARONE/TIZANIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033455', u'FLUCONAZOLE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00697-http://bio2rdf.org/drugbank:DB00977    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181931', u'ETHINYL ESTRADIOL/TIZANIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB01033    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032753', u'ALLOPURINOL/MERCAPTOPURINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035199', u'ERYTHROMYCIN/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033691', u'CLOZAPINE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00467-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033113', u'CIMETIDINE/ENOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033075', u'CIMETIDINE/CLOZAPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00880-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032781', u'CHLOROTHIAZIDE/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB06201    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180081', u'ETHINYL ESTRADIOL/RUFINAMIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00454-http://bio2rdf.org/drugbank:DB00477    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033510', u'CHLORPROMAZINE/MEPERIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00848    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033743', u'DICUMAROL/LEVAMISOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00321-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034109', u'AMITRIPTYLINE/CARBAMAZEPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB01174    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033674', u'DICUMAROL/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00714    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182683', u'APOMORPHINE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00582    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034790', u'RIFAMPIN/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB01264    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176565', u'DARUNAVIR/VARDENAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00177-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176577', u'AMILORIDE/VALSARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01247-http://bio2rdf.org/drugbank:DB01242    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033373', u'CLOMIPRAMINE/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01359-http://bio2rdf.org/drugbank:DB00328    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032642', u'INDOMETHACIN/PENBUTOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00321    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033907', u'AMITRIPTYLINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033521', u'MIDAZOLAM/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034789', u'CARBAMAZEPINE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181742', u'CABAZITAXEL/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01215-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033517', u'ESTAZOLAM/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01201-http://bio2rdf.org/drugbank:DB00530    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035496', u'ERLOTINIB/RIFAPENTINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01137-http://bio2rdf.org/drugbank:DB01378    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034878', u'LEVOFLOXACIN/MAGNESIUM ACETATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01247-http://bio2rdf.org/drugbank:DB01365    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034009', u'ISOCARBOXAZID/MEPHENTERMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033313', u'CARBAMAZEPINE/NORETHINDRONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00862    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034901', u'AMIODARONE/VARDENAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01626-http://bio2rdf.org/drugbank:DB00388    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032820', u'PARGYLINE/PHENYLEPHRINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00690-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033252', u'CLOZAPINE/FLURAZEPAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00829    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181978', u'DIAZEPAM/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00388    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176854', u'PHENYLEPHRINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034280', u'AMPRENAVIR/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180064', u'PHENOBARBITAL/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01361    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033356', u'CISAPRIDE/OLEANDOMYCIN (AS TROLEANDOMYCIN) [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00966    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176613', u'TELMISARTAN/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01406-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033698', u'DANAZOL/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034217', u'ENALAPRIL/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00455-http://bio2rdf.org/drugbank:DB01149    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176467', u'LORATADINE/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB00672    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032877', u'CHLORPROPAMIDE/TIMOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032690', u'DICLOFENAC/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176550', u'DARUNAVIR/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033956', u'CLOZAPINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01201-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181738', u'CABAZITAXEL/RIFAPENTINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00465-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033208', u'KETOROLAC TROMETHAMINE/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB00489    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033048', u'EPINEPHRINE/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00465-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033022', u'ANISINDIONE/KETOROLAC TROMETHAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00794    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035092', u'ETHINYL ESTRADIOL/PRIMIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB01254    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182679', u'DASATINIB/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00822    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032701', u'DISULFIRAM/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01037    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176873', u'DEXTROMETHORPHAN/SELEGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00489    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033042', u'INDOMETHACIN/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00490-http://bio2rdf.org/drugbank:DB00661    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034645', u'BUSPIRONE/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB01601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176378', u'LOPINAVIR/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00588    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180869', u'FLUTICASONE/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033032', u'PAROXETINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00794    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033675', u'DICUMAROL/PRIMIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB01197    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034216', u'CAPTOPRIL/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182504', u'SAQUINAVIR/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01319    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176418', u'AMIODARONE/FOSAMPRENAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179871', u'DARUNAVIR/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033711', u'ANISINDIONE/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00625    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176442', u'EFAVIRENZ/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
